mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
79	78	311/2	311/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	797										97				
79	78	309/2	309/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	798										98				
79	78	311/2	311/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	799										98				
80	79	313/2	313/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	800	kei-													
80	79	315/2	315/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	801	-ner													
80	79	313/2	313/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	802										97				
80	79	315/2	315/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	803										97				
80	79	313/2	313/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	804										98				
80	79	315/2	315/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	805										98				
81	80	317/2	317/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	806	ging													
81	80	319/2	319/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	807	zu-													
81	80	317/2	317/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	808										97				
81	80	319/2	319/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	809														
81	80	317/2	317/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	810										98				
81	80	319/2	319/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	811														
82	81	321/2	321/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	812	-rück													
82	81	321/2	321/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	813														
82	81	321/2	321/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	814										99				
82	81	323/2	323/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	815										99				
83	82	325/2	325/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	816														
83	82	327/2	327/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	817														
83	82	325/2	325/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	818										99				
83	82	327/2	327/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	819														
84	83	329/2	329/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	820														
84	83	329/2	329/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	821														
