mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
34	34	401/2	401/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	819										43				
34	34	803/4	803/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	820														
34	34	201	201	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	821														
34	34	201	201	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	822														
34	34	201	201	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	823														
35	35	413/2	413/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	824	Ich													
35	35	207	207	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	825	bin													
35	35	417/2	417/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	826														
35	35	419/2	419/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	827	zu													
35	35	204	204	0.0	0	0	Dynamic	12/8	2	1	0						p												
35	35	204	204	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	828														
35	35	409/2	409/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	829														
35	35	205	205	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	830														
35	35	411/2	411/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	831														
35	35	206	206	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	832														
35	35	413/2	413/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	833														
35	35	207	207	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	834														
35	35	204	204	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	835										44				
35	35	817/4	817/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	836										44				
35	35	409/2	409/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	837										44				
35	35	819/4	819/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	838										44				
35	35	205	205	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	839										44				
35	35	821/4	821/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	840										44				
35	35	411/2	411/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	841										44				
35	35	823/4	823/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	842										44				
35	35	206	206	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	843										44				
35	35	825/4	825/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	844										44				
35	35	413/2	413/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	845										44				
35	35	827/4	827/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	846														
35	35	207	207	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	847														
35	35	207	207	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	848														
35	35	207	207	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	849														
36	36	210	210	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	850	En-													
36	36	423/2	423/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	851	-de													
36	36	425/2	425/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	852	mit													
36	36	213	213	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	853	al-													
36	36	429/2	429/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8		1/8	1	854														
36	36	215	215	0.5	5/4	5/4	Chord	12/8	1	1	1/8		1/8	1	855														
36	36	431/2	431/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	856	-len													
36	36	210	210	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	857														
36	36	421/2	421/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	858														
36	36	211	211	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	859														
36	36	423/2	423/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	860														
36	36	212	212	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	861														
36	36	425/2	425/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	862														
36	36	213	213	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	863														
36	36	210	210	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	864										45				
36	36	841/4	841/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	865										45				
36	36	421/2	421/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	866										45				
36	36	843/4	843/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	867										45				
36	36	211	211	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	868										45				
36	36	845/4	845/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	869										45				
36	36	423/2	423/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	870										45				
36	36	847/4	847/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	871										45				
36	36	212	212	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	872										45				
36	36	849/4	849/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	873										45				
36	36	425/2	425/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	874										45				
36	36	851/4	851/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	875														
36	36	213	213	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	876														
37	37	216	216	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	877	Traü-													
37	37	435/2	435/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	878	-men													
37	37	441/2	441/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	879	was													
37	37	216	216	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	880														
37	37	433/2	433/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	881														
37	37	217	217	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	882														
37	37	435/2	435/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	883														
37	37	218	218	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	884														
37	37	437/2	437/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	885														
37	37	219	219	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	886														
37	37	441/2	441/2	0.0	9/8	9/8	Spanner	12/8	2	1	0															3			
37	37	441/2	441/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	887											3			
37	37	221	221	0.0	5/4	5/4	Spanner	12/8	2	1	0																		
37	37	216	216	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	888										46				
37	37	865/4	865/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	889										46				
37	37	433/2	433/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	890										46				
37	37	867/4	867/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	891										46				
37	37	217	217	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	892										46				
37	37	869/4	869/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	893										46				
37	37	435/2	435/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	894										46				
37	37	871/4	871/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	895										46				
37	37	218	218	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	896										46				
37	37	873/4	873/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	897										46				
37	37	437/2	437/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	898										46				
37	37	875/4	875/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	899														
37	37	219	219	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	900														
37	37	441/2	441/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8		1/8	1	901														
38	38	222	222	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	902	will													
38	38	447/2	447/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	903	ich													
38	38	225	225	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	904	un-													
38	38	453/2	453/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	905	-ter													
38	38	455/2	455/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	906	den													
38	38	222	222	0.0	0	0	Spanner	12/8	2	1	0																3		
38	38	222	222	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	907										47		3		
38	38	225	225	0.0	3/4	3/4	Spanner	12/8	2	1	0														47				
38	38	225	225	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	908										47				
38	38	453/2	453/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	909										47				
38	38	222	222	3.0	0	0	Chord	12/8	3	1	3/4		1/2	3/2	910										48				
38	38	225	225	1.5	3/4	3/4	Chord	12/8	3	1	3/8		1/4	3/2	911										48				
38	38	453/2	453/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8		1/4	3/2	912										48				
39	39	228	228	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	913	Schlä-													
39	39	459/2	459/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	914	-fern													
39	39	231	231	3.0	3/4	3/4	Chord	12/8	1	1	3/4		1/2	3/2	915	säu-													
39	39	228	228	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	916										47				
39	39	459/2	459/2	0.0	3/8	3/8	Spanner	12/8	2	1	0														47	4			
39	39	459/2	459/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	917										47	4			
39	39	231	231	0.0	3/4	3/4	Spanner	12/8	2	1	0														47				
39	39	231	231	0.0	3/4	3/4	Spanner	12/8	2	1	0														47		4		
39	39	231	231	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	918										47		4		
39	39	465/2	465/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	919												4		
39	39	231	231	3.0	3/4	3/4	Chord	12/8	2	2	3/4		1/2	3/2	920												4		
39	39	231	231	3.0	3/4	3/4	Chord	12/8	2	3	3/4		1/2	3/2	921												4		
39	39	228	228	1.5	0	0	Chord	12/8	3	1	3/8		1/4	3/2	922										48				
39	39	459/2	459/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8		1/4	3/2	923										48				
39	39	231	231	1.5	3/4	3/4	Chord	12/8	3	1	3/8		1/4	3/2	924										48				
39	39	465/2	465/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8		1/4	3/2	925														
39	39	231	231	3.0	3/4	3/4	Chord	12/8	3	2	3/4		1/2	3/2	926														
39	39	231	231	3.0	3/4	3/4	Chord	12/8	3	3	3/4		1/2	3/2	927														
40	40	234	234	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	928	-men,													
40	40	473/2	473/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	929	ich													
40	40	237	237	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	930	bin									49				
40	40	477/2	477/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	931														
40	40	479/2	479/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	932	zu													
40	40	234	234	0.0	0	0	Dynamic	12/8	2	1	0						p												
40	40	234	234	0.0	0	0	Spanner	12/8	2	1	0																		
40	40	234	234	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	933														
40	40	469/2	469/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	934														
40	40	235	235	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	935														
40	40	471/2	471/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	936														
40	40	236	236	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	937														
40	40	473/2	473/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	938														
40	40	237	237	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	939														
40	40	234	234	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	940										50				
40	40	937/4	937/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	941										50				
40	40	469/2	469/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	942										50				
40	40	939/4	939/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	943										50				
40	40	235	235	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	944										50				
40	40	941/4	941/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	945										50				
40	40	471/2	471/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	946										50				
40	40	943/4	943/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	947										50				
40	40	236	236	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	948										50				
40	40	945/4	945/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	949										50				
40	40	473/2	473/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	950										50				
40	40	947/4	947/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	951														
40	40	237	237	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	952														
40	40	237	237	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	953														
40	40	237	237	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	954														
41	41	240	240	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	955	En-													
41	41	483/2	483/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	956	-de													
41	41	485/2	485/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	957	mit													
41	41	243	243	1.0	3/4	3/4	Chord	12/8	1	1	1/4		1/4	1	958	al-									51				
41	41	244	244	0.5	1	1	Chord	12/8	1	1	1/8		1/8	1	959														
41	41	489/2	489/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	960	-len									52				
41	41	491/2	491/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	961														
41	41	240	240	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	962														
41	41	481/2	481/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	963														
41	41	241	241	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	964														
41	41	483/2	483/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	965														
41	41	242	242	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	966														
41	41	485/2	485/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	967														
41	41	243	243	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	968														
41	41	240	240	0.0	0	0	Dynamic	12/8	3	1	0						pp												
41	41	240	240	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	969										53				
41	41	961/4	961/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	970										53				
41	41	481/2	481/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	971										53				
41	41	963/4	963/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	972										53				
41	41	241	241	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	973										53				
41	41	965/4	965/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	974										53				
41	41	483/2	483/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	975										53				
41	41	967/4	967/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	976										53				
41	41	242	242	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	977										53				
41	41	969/4	969/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	978										53				
41	41	485/2	485/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	979										53				
41	41	971/4	971/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	980														
41	41	243	243	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	981														
42	42	246	246	0.0	0	0	Chord	12/8	1	1	0	appoggiatura	1/8	1	982														
42	42	246	246	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	983	Träu-													
42	42	495/2	495/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	984	-men,													
42	42	501/2	501/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8		1/4	3/2	985	was													
42	42	246	246	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	986														
42	42	493/2	493/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	987														
42	42	247	247	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	988														
42	42	495/2	495/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	989														
42	42	248	248	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	990														
42	42	497/2	497/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	991														
42	42	249	249	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	992														
42	42	501/2	501/2	0.0	9/8	9/8	Spanner	12/8	2	1	0															5			
42	42	501/2	501/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	993											5			
42	42	246	246	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	994										54				
42	42	985/4	985/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	995										54				
42	42	493/2	493/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	996										54				
42	42	987/4	987/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	997										54				
42	42	247	247	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	998										54				
42	42	989/4	989/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	999										54				
42	42	495/2	495/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	1000										54				
42	42	991/4	991/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	1001										54				
42	42	248	248	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	1002										54				
42	42	993/4	993/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	1003										54				
42	42	497/2	497/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	1004										54				
42	42	995/4	995/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	1005														
42	42	249	249	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	1006														
42	42	501/2	501/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8		1/8	1	1007														
43	43	252	252	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1008	will													
43	43	507/2	507/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	1009	ich													
43	43	255	255	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	1010	un-													
43	43	513/2	513/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	1011	-ter													
43	43	515/2	515/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	1012	den													
43	43	252	252	0.0	0	0	Spanner	12/8	2	1	0																		
43	43	252	252	0.0	0	0	Spanner	12/8	2	1	0																5		
43	43	252	252	3.0	0	0	Chord	12/8	2	1	3/4		1/2	3/2	1013										55		5		
43	43	255	255	0.0	3/4	3/4	Spanner	12/8	2	1	0														55		5		4
43	43	255	255	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	1014										55		5		4
43	43	513/2	513/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	1015										55		5		4
43	43	252	252	3.0	0	0	Chord	12/8	3	1	3/4		1/2	3/2	1016										56				
43	43	255	255	1.5	3/4	3/4	Chord	12/8	3	1	3/8		1/4	3/2	1017										56				
43	43	513/2	513/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8		1/4	3/2	1018										56				
44	44	258	258	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	1019	Schlä-													
44	44	519/2	519/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	1020	-fern													
44	44	261	261	3.0	3/4	3/4	Chord	12/8	1	1	3/4		1/2	3/2	1021	säu-													
44	44	258	258	0.0	0	0	Spanner	12/8	2	1	0														55				
44	44	258	258	0.0	0	0	Spanner	12/8	2	1	0														55				
44	44	258	258	0.0	0	0	Spanner	12/8	2	1	0														55	6			
44	44	258	258	1.5	0	0	Chord	12/8	2	1	3/8		1/4	3/2	1022										55	6			
44	44	519/2	519/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		1/4	3/2	1023										55	6			
44	44	261	261	0.0	3/4	3/4	Spanner	12/8	2	1	0														55	6	6		
44	44	261	261	1.5	3/4	3/4	Chord	12/8	2	1	3/8		1/4	3/2	1024										55, 57	6	6		
44	44	525/2	525/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8		1/4	3/2	1025											6	6		
44	44	261	261	3.0	3/4	3/4	Chord	12/8	2	2	3/4		1/2	3/2	1026											6	6		
44	44	261	261	3.0	3/4	3/4	Chord	12/8	2	3	3/4		1/2	3/2	1027											6	6		
44	44	258	258	1.5	0	0	Chord	12/8	3	1	3/8		1/4	3/2	1028										56				
44	44	519/2	519/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8		1/4	3/2	1029										56				
44	44	261	261	0.0	3/4	3/4	Dynamic	12/8	3	1	0						fp								56				
44	44	261	261	1.5	3/4	3/4	Chord	12/8	3	1	3/8		1/4	3/2	1030										56, 58				
44	44	525/2	525/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8		1/4	3/2	1031														
44	44	261	261	3.0	3/4	3/4	Chord	12/8	3	2	3/4		1/2	3/2	1032														
44	44	261	261	3.0	3/4	3/4	Chord	12/8	3	3	3/4		1/2	3/2	1033														
45	45	264	264	6.0	0	0	Chord	12/8	1	1	3/2		1	3/2	1034														
45	45	264	264	0.0	0	0	Spanner	12/8	2	1	0																		
45	45	264	264	0.0	0	0	Spanner	12/8	2	1	0																		
45	45	264	264	6.0	0	0	Chord	12/8	2	1	3/2		1	3/2	1035														
45	45	264	264	1.5	0	0	Chord	12/8	2	2	3/8		1/4	3/2	1036														
45	45	531/2	531/2	1.0	3/8	3/8	Chord	12/8	2	2	1/4		1/4	1	1037														
45	45	533/2	533/2	0.5	5/8	5/8	Chord	12/8	2	2	1/8		1/8	1	1038														
45	45	267	267	3.0	3/4	3/4	Chord	12/8	2	2	3/4		1/2	3/2	1039														
45	45	264	264	6.0	0	0	Chord	12/8	3	1	3/2		1	3/2	1040														
45	45	264	264	1.0	0	0	Chord	12/8	3	2	1/4		1/4	1	1041														
45	45	265	265	1.0	1/4	1/4	Chord	12/8	3	2	1/4		1/4	1	1042														
45	45	266	266	0.5	1/2	1/2	Chord	12/8	3	2	1/8		1/8	1	1043														
45	45	267	267	3.0	3/4	3/4	Chord	12/8	3	2	3/4		1/2	3/2	1044														
46	46	270	270	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	1045	-men?													
46	46	270	270	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1046														
46	46	541/2	541/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1047														
46	46	271	271	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1048														
46	46	543/2	543/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1049														
46	46	272	272	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1050														
46	46	545/2	545/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1051														
46	46	273	273	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1052														
46	46	270	270	0.0	0	0	Dynamic	12/8	3	1	0						pp												
46	46	270	270	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	1053										59				
46	46	1081/4	1081/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	1054										59				
46	46	541/2	541/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	1055										59				
46	46	1083/4	1083/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	1056										59				
46	46	271	271	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	1057										59				
46	46	1085/4	1085/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	1058										59				
46	46	543/2	543/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	1059										59				
46	46	1087/4	1087/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	1060										59				
46	46	272	272	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	1061										59				
46	46	1089/4	1089/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	1062										59				
46	46	545/2	545/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	1063										59				
46	46	1091/4	1091/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	1064										59				
46	46	273	273	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	1065														
47	47	276	276	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	1066														
47	47	553/2	553/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	1067														
47	47	277	277	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	1068														
47	47	555/2	555/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	1069														
47	47	278	278	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	1070														
47	47	557/2	557/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	1071														
47	47	279	279	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	1072														
47	47	276	276	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	1073										60				
47	47	1105/4	1105/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	1074										60				
47	47	553/2	553/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	1075										60				
47	47	1107/4	1107/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	1076										60				
47	47	277	277	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	1077										60				
47	47	1109/4	1109/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	1078										60				
47	47	555/2	555/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	1079										60				
47	47	1111/4	1111/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	1080										60				
47	47	278	278	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	1081										60				
47	47	1113/4	1113/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	1082										60				
